Ticket Id,Student or WP,Program Name,Status (Ticket),Created Time (Ticket),Ticket Closed Time,First Response Time,Project Phase,resolution_time_hours,resolution_zscore,is_outlier_iqr,resolution_time_capped,is_outlier
6657.0,Working Professionals,Fullstack Program,Duplicate,2021-05-16 12:11:00,2021-05-17 12:05:00,17-05-2021 12:05,fullstack-phase-1,23.9,0.11864961687171242,False,23.9,False
6658.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:11:00,2021-05-17 11:59:00,16-05-2021 14:19,fullstack-phase-1,23.8,0.11457057325928605,False,23.8,False
6659.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:11:00,2021-05-17 11:59:00,16-05-2021 14:16,fullstack-phase-1,23.8,0.11457057325928605,False,23.8,False
6671.0,Working Professionals,Backend Program,Closed,2021-05-16 13:39:00,2021-05-17 12:01:00,16-05-2021 17:51,trial phase,22.366666666666667,0.05610428148117341,False,22.366666666666667,False
6683.0,Working Professionals,Fullstack Program,Closed,2021-05-16 14:59:00,2021-05-16 19:21:00,16-05-2021 18:38,fullstack-phase-4,4.366666666666666,0.6781235687555899,False,4.366666666666666,False
6685.0,Student,Backend Program,Closed,2021-05-16 15:17:00,2021-05-16 19:19:00,16-05-2021 16:59,trial phase,4.033333333333333,0.6917203807970115,False,4.033333333333333,False
6666.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:34:00,2021-05-16 21:39:00,16-05-2021 15:01,fullstack-phase-2,9.083333333333334,0.48572867836947503,False,9.083333333333334,False
6675.0,Working Professionals,Backend Program,Closed,2021-05-16 13:58:00,2021-05-17 22:35:00,16-05-2021 14:00,backend-phase1,32.61666666666667,0.4742062517548858,False,32.61666666666667,False
6679.0,Working Professionals,Backend Program,Deleted,2021-05-16 14:52:00,2021-05-16 15:25:00,,trial phase,0.55,0.8338070666298665,False,0.55,False
6730.0,Working Professionals,Backend Program,Duplicate,2021-05-16 19:42:00,2021-05-16 21:16:00,,backend-phase2,1.5666666666666667,0.7923367899035308,False,1.5666666666666667,False
